"";"id";"ids";"survey_finish_time";"Sex";"Condition";"Year";"City_size";"Education_level";"year";"need_for_cognition";"cmx"
"383";62;8;1325;1;"heterogeneous";61;4;6;61;93;0,433043192281218
"384";62;9;1325;1;"heterogeneous";61;4;6;61;93;0,732624006290279
"385";62;10;1325;1;"heterogeneous";61;4;6;61;93;0,179808310782317
"386";63;1;796;1;"heterogeneous";26;3;6;26;87;0,914508998969254
"387";63;3;796;1;"heterogeneous";26;3;6;26;87;0,462387970289956
"388";63;4;796;1;"heterogeneous";26;3;6;26;87;0,651877940607298
"389";63;5;796;1;"heterogeneous";26;3;6;26;87;0,607928629804512
"390";63;6;796;1;"heterogeneous";26;3;6;26;87;0,953846012309298
"391";63;7;796;1;"heterogeneous";26;3;6;26;87;0,417390953951022
"392";63;8;796;1;"heterogeneous";26;3;6;26;87;0,820044350963509
"393";63;9;796;1;"heterogeneous";26;3;6;26;87;0,737507473631701
"394";63;10;796;1;"heterogeneous";26;3;6;26;87;0,968844961919473
"395";64;2;1275;1;"homogeneous";35;2;6;35;90;0,837021601359234
"396";64;3;1275;1;"homogeneous";35;2;6;35;90;0
"397";64;4;1275;1;"homogeneous";35;2;6;35;90;0,116297374499408
"398";64;5;1275;1;"homogeneous";35;2;6;35;90;0,116297374499408
"399";64;6;1275;1;"homogeneous";35;2;6;35;90;0
"400";64;7;1275;1;"homogeneous";35;2;6;35;90;0,328686012448001
"401";64;8;1275;1;"homogeneous";35;2;6;35;90;0
"402";64;9;1275;1;"homogeneous";35;2;6;35;90;0,618870200882975
"403";64;10;1275;1;"homogeneous";35;2;6;35;90;0,603967478960241
"404";65;1;865;1;"heterogeneous";37;5;4;37;86;0,646581392917357
"405";65;2;865;1;"heterogeneous";37;5;4;37;86;0,737018215976913
"406";65;3;865;1;"heterogeneous";37;5;4;37;86;0,685949701270342
"407";65;4;865;1;"heterogeneous";37;5;4;37;86;0,630088197119051
"408";65;5;865;1;"heterogeneous";37;5;4;37;86;0,525293600629804
"409";65;6;865;1;"heterogeneous";37;5;4;37;86;0,634048132044873
"410";65;7;865;1;"heterogeneous";37;5;4;37;86;0,330315438207732
"411";65;8;865;1;"heterogeneous";37;5;4;37;86;0,503457313421958
"412";65;9;865;1;"heterogeneous";37;5;4;37;86;0,537204424121513
"413";65;10;865;1;"heterogeneous";37;5;4;37;86;0,378693157397875
"414";66;1;714;1;"homogeneous";67;5;6;67;89;0,55262156476924
"415";66;2;714;1;"homogeneous";67;5;6;67;89;0,757813455829306
"416";66;3;714;1;"homogeneous";67;5;6;67;89;0,639979578876818
"417";66;4;714;1;"homogeneous";67;5;6;67;89;0,679213763245129
"418";66;5;714;1;"homogeneous";67;5;6;67;89;0,7201130879195
"419";66;6;714;1;"homogeneous";67;5;6;67;89;0,789153445594113
"420";66;7;714;1;"homogeneous";67;5;6;67;89;0,618870200882975
"421";66;8;714;1;"homogeneous";67;5;6;67;89;0,449047386046122
"422";66;9;714;1;"homogeneous";67;5;6;67;89;0,650937745953977
"423";66;10;714;1;"homogeneous";67;5;6;67;89;0,620644733734117
"424";67;1;820;1;"heterogeneous";18;1;1;18;93;0,865613319199262
"425";67;2;820;1;"heterogeneous";18;1;1;18;93;1
"426";67;3;820;1;"heterogeneous";18;1;1;18;93;0,473102091754179
"427";67;4;820;1;"heterogeneous";18;1;1;18;93;0,304792962498402
"428";67;5;820;1;"heterogeneous";18;1;1;18;93;0,692344417028162
"429";67;6;820;1;"heterogeneous";18;1;1;18;93;0,174425789386119
"430";67;7;820;1;"heterogeneous";18;1;1;18;93;0,78692993210018
"431";67;8;820;1;"heterogeneous";18;1;1;18;93;0,73292001065708
"432";67;9;820;1;"heterogeneous";18;1;1;18;93;0,907800463827325
"433";67;10;820;1;"heterogeneous";18;1;1;18;93;0,688980810964553
"434";68;1;780;2;"homogeneous";51;3;4;51;81;0,722660612636126
"435";68;2;780;2;"homogeneous";51;3;4;51;81;0,240686353976816
"436";68;3;780;2;"homogeneous";51;3;4;51;81;0,565542035708887
"437";68;4;780;2;"homogeneous";51;3;4;51;81;0,116297374499408
"438";68;5;780;2;"homogeneous";51;3;4;51;81;0,665541688517414
"439";68;6;780;2;"homogeneous";51;3;4;51;81;0,600890014800966
"440";68;7;780;2;"homogeneous";51;3;4;51;81;0,582587380717582
"441";68;8;780;2;"homogeneous";51;3;4;51;81;0,446888300125237
"442";68;9;780;2;"homogeneous";51;3;4;51;81;0,275315499989498
"443";68;10;780;2;"homogeneous";51;3;4;51;81;0,442681882420256
"444";70;1;747;1;"homogeneous";36;5;6;36;89;0,938212744459871
"445";70;2;747;1;"homogeneous";36;5;6;36;89;0,934709986415805
"446";70;3;747;1;"homogeneous";36;5;6;36;89;0,668155839624437
"447";70;4;747;1;"homogeneous";36;5;6;36;89;0,895716213078031
"448";70;5;747;1;"homogeneous";36;5;6;36;89;0,787005496662139
"449";70;6;747;1;"homogeneous";36;5;6;36;89;0,553184133135418
"450";70;7;747;1;"homogeneous";36;5;6;36;89;0,749255111381703
"451";70;8;747;1;"homogeneous";36;5;6;36;89;0,88296616608893
"452";70;9;747;1;"homogeneous";36;5;6;36;89;0,670654125232966
"453";70;10;747;1;"homogeneous";36;5;6;36;89;0,741719005873622
"454";71;1;728;1;"homogeneous";40;4;3;40;95;0,473052928501352
"455";71;2;728;1;"homogeneous";40;4;3;40;95;0,831491288140004
"456";71;3;728;1;"homogeneous";40;4;3;40;95;0,73292001065708
"457";71;4;728;1;"homogeneous";40;4;3;40;95;0,608734887698996
"458";71;5;728;1;"homogeneous";40;4;3;40;95;0,73292001065708
"459";71;6;728;1;"homogeneous";40;4;3;40;95;0,634048132044873
"460";71;7;728;1;"homogeneous";40;4;3;40;95;0,572556674546491
"461";71;8;728;1;"homogeneous";40;4;3;40;95;0,442681882420256
"462";71;9;728;1;"homogeneous";40;4;3;40;95;0,668713726076039
"463";71;10;728;1;"homogeneous";40;4;3;40;95;0,742704950701086
"464";72;1;1265;1;"homogeneous";53;5;4;53;103;0,890507423597543
"465";72;2;1265;1;"homogeneous";53;5;4;53;103;0,769398726660962
"466";72;3;1265;1;"homogeneous";53;5;4;53;103;0,548978201817799
"467";72;4;1265;1;"homogeneous";53;5;4;53;103;0,723101193930798
"468";72;5;1265;1;"homogeneous";53;5;4;53;103;0,437179134276604
"469";72;6;1265;1;"homogeneous";53;5;4;53;103;0,703131336510739
"470";72;7;1265;1;"homogeneous";53;5;4;53;103;0,716127375389041
"471";72;8;1265;1;"homogeneous";53;5;4;53;103;0
"472";72;9;1265;1;"homogeneous";53;5;4;53;103;0
"473";72;10;1265;1;"homogeneous";53;5;4;53;103;0,489511814580463
"474";74;1;665;1;"homogeneous";34;1;6;34;108;0,74465101277737
"475";74;2;665;1;"homogeneous";34;1;6;34;108;0
"476";74;3;665;1;"homogeneous";34;1;6;34;108;0,596415153354984
"477";74;4;665;1;"homogeneous";34;1;6;34;108;0,116297374499408
"478";74;5;665;1;"homogeneous";34;1;6;34;108;0,628013859091472
"479";74;6;665;1;"homogeneous";34;1;6;34;108;0,116297374499408
"480";74;7;665;1;"homogeneous";34;1;6;34;108;0,547618663529046
"481";74;8;665;1;"homogeneous";34;1;6;34;108;0,328686012448001
"482";74;9;665;1;"homogeneous";34;1;6;34;108;0,116297374499408
"483";74;10;665;1;"homogeneous";34;1;6;34;108;0
"484";75;1;1256;1;"heterogeneous";35;5;5;35;94;0,668064635922074
"485";75;2;1256;1;"heterogeneous";35;5;5;35;94;0,624442753506529
"486";75;3;1256;1;"heterogeneous";35;5;5;35;94;0,611977081626054
"487";75;4;1256;1;"heterogeneous";35;5;5;35;94;0,782009896009668
"488";75;5;1256;1;"heterogeneous";35;5;5;35;94;0,434295568353165
"489";75;6;1256;1;"heterogeneous";35;5;5;35;94;0,611977081626054
"490";75;7;1256;1;"heterogeneous";35;5;5;35;94;0,893326634365526
"491";75;8;1256;1;"heterogeneous";35;5;5;35;94;0,669681190114877
"492";75;9;1256;1;"heterogeneous";35;5;5;35;94;0,837141077182293
"493";75;10;1256;1;"heterogeneous";35;5;5;35;94;0,701375557696085
"494";76;1;719;1;"heterogeneous";32;1;6;32;108;0
"495";76;2;719;1;"heterogeneous";32;1;6;32;108;0
"496";76;3;719;1;"heterogeneous";32;1;6;32;108;0,449210976608151
"497";76;4;719;1;"heterogeneous";32;1;6;32;108;0
"498";76;5;719;1;"heterogeneous";32;1;6;32;108;0
"499";76;6;719;1;"heterogeneous";32;1;6;32;108;0
"500";76;8;719;1;"heterogeneous";32;1;6;32;108;0
"501";76;10;719;1;"heterogeneous";32;1;6;32;108;0
"502";77;1;1032;1;"homogeneous";60;5;6;60;95;0,694620856603033
"503";77;2;1032;1;"homogeneous";60;5;6;60;95;0,7201130879195
"504";77;3;1032;1;"homogeneous";60;5;6;60;95;0,68488658624058
"505";77;4;1032;1;"homogeneous";60;5;6;60;95;0,596415153354984
"506";77;5;1032;1;"homogeneous";60;5;6;60;95;0,637078089811383
"507";77;6;1032;1;"homogeneous";60;5;6;60;95;0,489511814580463
"508";77;7;1032;1;"homogeneous";60;5;6;60;95;0,510705051385133
"509";77;8;1032;1;"homogeneous";60;5;6;60;95;0,582587380717582
"510";77;9;1032;1;"homogeneous";60;5;6;60;95;0,716127375389041
"511";77;10;1032;1;"homogeneous";60;5;6;60;95;0,504361698709939
"512";78;1;752;1;"heterogeneous";60;5;3;60;83;0,81266936424383
"513";78;2;752;1;"heterogeneous";60;5;3;60;83;0,204287757727736
"514";78;3;752;1;"heterogeneous";60;5;3;60;83;0,364130825639666
"515";78;4;752;1;"heterogeneous";60;5;3;60;83;0
"516";78;5;752;1;"heterogeneous";60;5;3;60;83;0
"517";78;6;752;1;"heterogeneous";60;5;3;60;83;0
"518";78;7;752;1;"heterogeneous";60;5;3;60;83;0,61730874949994
"519";78;8;752;1;"heterogeneous";60;5;3;60;83;0,908188839579908
"520";78;9;752;1;"heterogeneous";60;5;3;60;83;0,769398726660962
"521";78;10;752;1;"heterogeneous";60;5;3;60;83;0,859992503728406
"522";83;1;1293;2;"heterogeneous";59;5;6;59;96;0,875683529600068
"523";83;2;1293;2;"heterogeneous";59;5;6;59;96;0,742704950701086
"524";83;3;1293;2;"heterogeneous";59;5;6;59;96;0,597888545230896
"525";83;4;1293;2;"heterogeneous";59;5;6;59;96;0,670827449178039
"526";83;5;1293;2;"heterogeneous";59;5;6;59;96;0,241000648506085
"527";83;6;1293;2;"heterogeneous";59;5;6;59;96;0,670827449178039
"528";83;7;1293;2;"heterogeneous";59;5;6;59;96;0,670827449178039
"529";83;8;1293;2;"heterogeneous";59;5;6;59;96;0,670827449178039
"530";83;9;1293;2;"heterogeneous";59;5;6;59;96;0,639979578876818
"531";83;10;1293;2;"heterogeneous";59;5;6;59;96;0,670827449178039
"532";86;1;1271;1;"homogeneous";61;4;1;61;80;0,641687975247694
"533";86;2;1271;1;"homogeneous";61;4;1;61;80;0,769398726660962
"534";86;3;1271;1;"homogeneous";61;4;1;61;80;0,812463966237181
"535";86;4;1271;1;"homogeneous";61;4;1;61;80;0,50784484079839
"536";86;5;1271;1;"homogeneous";61;4;1;61;80;0,438616174268961
"537";86;6;1271;1;"homogeneous";61;4;1;61;80;0,116297374499408
"538";86;7;1271;1;"homogeneous";61;4;1;61;80;0,679213763245129
"539";86;8;1271;1;"homogeneous";61;4;1;61;80;0,452400781776851
"540";86;9;1271;1;"homogeneous";61;4;1;61;80;0,626129273411197
"541";86;10;1271;1;"homogeneous";61;4;1;61;80;0,489511814580463
"542";87;1;967;1;"homogeneous";35;3;3;35;76;0,815467607257831
"543";87;2;967;1;"homogeneous";35;3;3;35;76;0,628013859091472
"544";87;3;967;1;"homogeneous";35;3;3;35;76;0,7201130879195
"545";87;4;967;1;"homogeneous";35;3;3;35;76;0,564411298797084
"546";87;5;967;1;"homogeneous";35;3;3;35;76;0,343652085564991
"547";87;6;967;1;"homogeneous";35;3;3;35;76;0,415062911817974
"548";87;7;967;1;"homogeneous";35;3;3;35;76;0,464843676871212
"549";87;8;967;1;"homogeneous";35;3;3;35;76;0,670827449178039
"550";87;9;967;1;"homogeneous";35;3;3;35;76;0,708527817087844
"551";87;10;967;1;"homogeneous";35;3;3;35;76;0,618870200882975
"552";90;1;930;1;"heterogeneous";71;3;6;71;98;0,686069193416905
"553";90;2;930;1;"heterogeneous";71;3;6;71;98;0,812753757916589
"554";90;3;930;1;"heterogeneous";71;3;6;71;98;0,500975592806828
"555";90;4;930;1;"heterogeneous";71;3;6;71;98;0,634048132044873
"556";90;5;930;1;"heterogeneous";71;3;6;71;98;0,213766708666833
"557";90;6;930;1;"heterogeneous";71;3;6;71;98;0
"558";90;7;930;1;"heterogeneous";71;3;6;71;98;0
"559";90;8;930;1;"heterogeneous";71;3;6;71;98;0
"560";90;9;930;1;"heterogeneous";71;3;6;71;98;0
"561";90;10;930;1;"heterogeneous";71;3;6;71;98;0
"562";91;1;1165;1;"homogeneous";24;4;6;24;88;0,398972262798095
"563";91;2;1165;1;"homogeneous";24;4;6;24;88;0,464843676871212
"564";91;3;1165;1;"homogeneous";24;4;6;24;88;0,782205649398542
"565";91;4;1165;1;"homogeneous";24;4;6;24;88;0,423944352196841
"566";91;5;1165;1;"homogeneous";24;4;6;24;88;0,547618663529046
"567";91;6;1165;1;"homogeneous";24;4;6;24;88;0,691379242058955
"568";91;7;1165;1;"homogeneous";24;4;6;24;88;0,497681262681958
"569";91;8;1165;1;"homogeneous";24;4;6;24;88;0,593520889443611
"570";91;9;1165;1;"homogeneous";24;4;6;24;88;0,622445556915518
"571";91;10;1165;1;"homogeneous";24;4;6;24;88;0,73292001065708
"572";92;1;1036;1;"homogeneous";27;5;6;27;98;0,746200944169116
"573";92;2;1036;1;"homogeneous";27;5;6;27;98;0,40166448746805
"574";92;3;1036;1;"homogeneous";27;5;6;27;98;0,547618663529046
"575";92;4;1036;1;"homogeneous";27;5;6;27;98;0,447747337915956
"576";92;5;1036;1;"homogeneous";27;5;6;27;98;0,635858731989502
"577";92;6;1036;1;"homogeneous";27;5;6;27;98;0,489511814580463
"578";92;7;1036;1;"homogeneous";27;5;6;27;98;0,547618663529046
"579";92;8;1036;1;"homogeneous";27;5;6;27;98;0,390512717737599
"580";92;9;1036;1;"homogeneous";27;5;6;27;98;0,116297374499408
"581";92;10;1036;1;"homogeneous";27;5;6;27;98;0,547618663529046
"582";93;1;891;2;"heterogeneous";33;4;4;33;74;0,335988419842281
"583";93;2;891;2;"heterogeneous";33;4;4;33;74;0,174425789386119
"584";93;3;891;2;"heterogeneous";33;4;4;33;74;0
"585";93;4;891;2;"heterogeneous";33;4;4;33;74;0
"586";93;5;891;2;"heterogeneous";33;4;4;33;74;0,381086472315114
"587";93;6;891;2;"heterogeneous";33;4;4;33;74;0
"588";93;7;891;2;"heterogeneous";33;4;4;33;74;0
"589";93;8;891;2;"heterogeneous";33;4;4;33;74;0
"590";93;9;891;2;"heterogeneous";33;4;4;33;74;0,19439303006743
"591";93;10;891;2;"heterogeneous";33;4;4;33;74;0
"592";94;2;673;1;"homogeneous";38;2;3;38;108;0,802444882688975
"593";94;3;673;1;"homogeneous";38;2;3;38;108;0,630088197119051
"594";94;4;673;1;"homogeneous";38;2;3;38;108;0,360768944988352
"595";94;5;673;1;"homogeneous";38;2;3;38;108;0,599276594453384
"596";94;6;673;1;"homogeneous";38;2;3;38;108;0
"597";94;7;673;1;"homogeneous";38;2;3;38;108;0
"598";94;8;673;1;"homogeneous";38;2;3;38;108;0,422425512082168
"599";94;9;673;1;"homogeneous";38;2;3;38;108;0,599276594453384
"600";94;10;673;1;"homogeneous";38;2;3;38;108;0
"601";95;1;990;1;"homogeneous";31;3;6;31;102;0,464414274671316
"602";95;2;990;1;"homogeneous";31;3;6;31;102;0,775633597988953
"603";95;3;990;1;"homogeneous";31;3;6;31;102;0,206860841875428
"604";95;4;990;1;"homogeneous";31;3;6;31;102;0,120924978615262
"605";95;5;990;1;"homogeneous";31;3;6;31;102;0,599276594453384
"606";95;6;990;1;"homogeneous";31;3;6;31;102;0
"607";95;7;990;1;"homogeneous";31;3;6;31;102;0
"608";95;8;990;1;"homogeneous";31;3;6;31;102;0,174425789386119
"609";95;9;990;1;"homogeneous";31;3;6;31;102;0
"610";95;10;990;1;"homogeneous";31;3;6;31;102;0,174425789386119
"611";96;1;1314;2;"homogeneous";47;3;5;47;109;0,700246776478398
"612";96;2;1314;2;"homogeneous";47;3;5;47;109;0,708527817087844
"613";96;3;1314;2;"homogeneous";47;3;5;47;109;0,536390377804119
"614";96;4;1314;2;"homogeneous";47;3;5;47;109;0,718115719239205
"615";96;5;1314;2;"homogeneous";47;3;5;47;109;0,70183066430721
"616";96;6;1314;2;"homogeneous";47;3;5;47;109;0,446888300125237
"617";96;7;1314;2;"homogeneous";47;3;5;47;109;0,700246776478398
"618";96;8;1314;2;"homogeneous";47;3;5;47;109;0,622445556915518
"619";96;9;1314;2;"homogeneous";47;3;5;47;109;0,701375557696085
"620";96;10;1314;2;"homogeneous";47;3;5;47;109;0,546642326219954
"621";98;1;742;2;"homogeneous";25;5;3;25;100;0,654818984900495
"622";98;2;742;2;"homogeneous";25;5;3;25;100;0,58657309324804
"623";98;3;742;2;"homogeneous";25;5;3;25;100;0,629928124503667
"624";98;4;742;2;"homogeneous";25;5;3;25;100;0,769398726660962
"625";98;5;742;2;"homogeneous";25;5;3;25;100;0,682142901160894
"626";98;6;742;2;"homogeneous";25;5;3;25;100;0,708527817087844
"627";98;7;742;2;"homogeneous";25;5;3;25;100;0,608734887698996
"628";98;8;742;2;"homogeneous";25;5;3;25;100;0,577468588958861
"629";98;9;742;2;"homogeneous";25;5;3;25;100;0,515878314729562
"630";98;10;742;2;"homogeneous";25;5;3;25;100;0,682142901160894
"631";100;1;769;1;"heterogeneous";21;4;3;21;105;0,714862267652825
"632";100;2;769;1;"heterogeneous";21;4;3;21;105;0,338960428259149
"633";100;3;769;1;"heterogeneous";21;4;3;21;105;0,213732879003689
"634";100;4;769;1;"heterogeneous";21;4;3;21;105;0,405811275344679
"635";100;5;769;1;"heterogeneous";21;4;3;21;105;0,22474979430664
"636";100;6;769;1;"heterogeneous";21;4;3;21;105;0,469392981521403
"637";100;7;769;1;"heterogeneous";21;4;3;21;105;0,490883165539835
"638";100;8;769;1;"heterogeneous";21;4;3;21;105;0,669271253604219
"639";100;9;769;1;"heterogeneous";21;4;3;21;105;0,59587382540746
"640";100;10;769;1;"heterogeneous";21;4;3;21;105;0,485918843398048
"641";101;1;1001;2;"heterogeneous";44;3;3;44;91;0
"642";101;2;1001;2;"heterogeneous";44;3;3;44;91;0,120924978615262
"643";101;3;1001;2;"heterogeneous";44;3;3;44;91;0
"644";101;4;1001;2;"heterogeneous";44;3;3;44;91;0
"645";101;5;1001;2;"heterogeneous";44;3;3;44;91;0,288508083149451
"646";101;6;1001;2;"heterogeneous";44;3;3;44;91;0
"647";101;7;1001;2;"heterogeneous";44;3;3;44;91;0,738731709917726
"648";101;8;1001;2;"heterogeneous";44;3;3;44;91;0,446821103304069
"649";101;9;1001;2;"heterogeneous";44;3;3;44;91;0,270047273127003
"650";101;10;1001;2;"heterogeneous";44;3;3;44;91;0,779164939577279
"651";102;1;1218;1;"homogeneous";25;1;5;25;68;0,241649416493667
"652";102;2;1218;1;"homogeneous";25;1;5;25;68;0,116297374499408
"653";102;3;1218;1;"homogeneous";25;1;5;25;68;0,174686577445971
"654";102;4;1218;1;"homogeneous";25;1;5;25;68;0,617121201766087
"655";102;5;1218;1;"homogeneous";25;1;5;25;68;0,116297374499408
"656";102;6;1218;1;"homogeneous";25;1;5;25;68;0,116297374499408
"657";102;7;1218;1;"homogeneous";25;1;5;25;68;0,467767975092068
"658";102;8;1218;1;"homogeneous";25;1;5;25;68;0,105639067489156
"659";102;9;1218;1;"homogeneous";25;1;5;25;68;0,488302318616493
"660";102;10;1218;1;"homogeneous";25;1;5;25;68;0,567944537602859
"661";103;1;720;2;"homogeneous";36;2;3;36;86;0,620897535499459
"662";103;2;720;2;"homogeneous";36;2;3;36;86;0,786367102974015
"663";103;3;720;2;"homogeneous";36;2;3;36;86;0,453936845055522
"664";103;4;720;2;"homogeneous";36;2;3;36;86;0,442681882420256
"665";103;5;720;2;"homogeneous";36;2;3;36;86;0,4293798333709
"666";103;6;720;2;"homogeneous";36;2;3;36;86;0,396184286579908
"667";103;7;720;2;"homogeneous";36;2;3;36;86;0,518936421719997
"668";103;8;720;2;"homogeneous";36;2;3;36;86;0,668155839624437
"669";103;9;720;2;"homogeneous";36;2;3;36;86;0,568998761771705
"670";103;10;720;2;"homogeneous";36;2;3;36;86;0,442681882420256
"671";105;1;670;2;"homogeneous";41;1;3;41;36;0,541790808477491
"672";105;2;670;2;"homogeneous";41;1;3;41;36;0,398972262798095
"673";105;3;670;2;"homogeneous";41;1;3;41;36;0,241649416493667
"674";105;4;670;2;"homogeneous";41;1;3;41;36;0,536390377804119
"675";105;5;670;2;"homogeneous";41;1;3;41;36;0,436240463308542
"676";105;6;670;2;"homogeneous";41;1;3;41;36;0,40166448746805
"677";105;7;670;2;"homogeneous";41;1;3;41;36;0,443488796147628
"678";105;8;670;2;"homogeneous";41;1;3;41;36;0,293394014905415
"679";105;9;670;2;"homogeneous";41;1;3;41;36;0,58446772471228
"680";105;10;670;2;"homogeneous";41;1;3;41;36;0,336196843773659
"681";106;1;756;1;"heterogeneous";25;2;5;25;105;0,938212744459871
"682";106;2;756;1;"heterogeneous";25;2;5;25;105;0,679324990011964
"683";106;3;756;1;"heterogeneous";25;2;5;25;105;0,435848986830153
"684";106;4;756;1;"heterogeneous";25;2;5;25;105;0,58657309324804
"685";106;5;756;1;"heterogeneous";25;2;5;25;105;0,450361489022979
"686";106;6;756;1;"heterogeneous";25;2;5;25;105;0,515037482258364
"687";106;7;756;1;"heterogeneous";25;2;5;25;105;0,516635658870968
"688";106;8;756;1;"heterogeneous";25;2;5;25;105;0,704899089664116
"689";106;9;756;1;"heterogeneous";25;2;5;25;105;0,553647337451401
"690";106;10;756;1;"heterogeneous";25;2;5;25;105;0,590693940135356
"691";107;1;941;1;"homogeneous";32;1;6;32;101;0,491901405635714
"692";107;2;941;1;"homogeneous";32;1;6;32;101;0,639979578876818
"693";107;3;941;1;"homogeneous";32;1;6;32;101;0,522073456251193
"694";107;4;941;1;"homogeneous";32;1;6;32;101;0,522073456251193
"695";107;5;941;1;"homogeneous";32;1;6;32;101;0,901839524906138
"696";107;6;941;1;"homogeneous";32;1;6;32;101;0,572556674546491
"697";107;7;941;1;"homogeneous";32;1;6;32;101;0,957252992978129
"698";107;8;941;1;"homogeneous";32;1;6;32;101;0,628013859091472
"699";107;9;941;1;"homogeneous";32;1;6;32;101;0,618870200882975
"700";107;10;941;1;"homogeneous";32;1;6;32;101;0,524480531768999
"701";108;1;936;1;"heterogeneous";49;4;6;49;93;0,717033419920426
"702";108;2;936;1;"heterogeneous";49;4;6;49;93;0,622445556915518
"703";108;3;936;1;"heterogeneous";49;4;6;49;93;0,564751823067509
"704";108;4;936;1;"heterogeneous";49;4;6;49;93;0,812753757916589
"705";108;5;936;1;"heterogeneous";49;4;6;49;93;0,394225962541883
"706";108;6;936;1;"heterogeneous";49;4;6;49;93;0,639979578876818
"707";108;7;936;1;"heterogeneous";49;4;6;49;93;0,547618663529046
"708";108;8;936;1;"heterogeneous";49;4;6;49;93;0,59938001598562
"709";108;9;936;1;"heterogeneous";49;4;6;49;93;0,679213763245129
"710";108;10;936;1;"heterogeneous";49;4;6;49;93;0,52049481923854
"711";109;1;861;1;"homogeneous";25;4;4;25;180;0,390512717737599
"712";109;2;861;1;"homogeneous";25;4;4;25;180;0,608734887698996
"713";109;3;861;1;"homogeneous";25;4;4;25;180;0,837141077182293
"714";109;4;861;1;"homogeneous";25;4;4;25;180;0,686662111818488
"715";109;5;861;1;"homogeneous";25;4;4;25;180;0,737507473631701
"716";109;6;861;1;"homogeneous";25;4;4;25;180;0,724233934806816
"717";109;7;861;1;"homogeneous";25;4;4;25;180;0,580001041838451
"718";109;8;861;1;"homogeneous";25;4;4;25;180;0,357603432883041
"719";109;9;861;1;"homogeneous";25;4;4;25;180;0,556777639403933
"720";109;10;861;1;"homogeneous";25;4;4;25;180;0,668155839624437
"721";111;1;790;1;"homogeneous";32;5;3;32;101;0,239442641664355
"722";111;2;790;1;"homogeneous";32;5;3;32;101;0,442681882420256
"723";111;3;790;1;"homogeneous";32;5;3;32;101;0
"724";111;4;790;1;"homogeneous";32;5;3;32;101;0,415392771834443
"725";111;5;790;1;"homogeneous";32;5;3;32;101;0,745194819070495
"726";111;6;790;1;"homogeneous";32;5;3;32;101;0,116297374499408
"727";111;7;790;1;"homogeneous";32;5;3;32;101;0,457977892325902
"728";111;8;790;1;"homogeneous";32;5;3;32;101;0,275315499989498
"729";111;9;790;1;"homogeneous";32;5;3;32;101;0,116297374499408
"730";111;10;790;1;"homogeneous";32;5;3;32;101;0,105639067489156
"731";112;1;1005;2;"homogeneous";25;5;5;25;77;0,836287244652942
"732";112;2;1005;2;"homogeneous";25;5;5;25;77;0,526185018769115
"733";112;3;1005;2;"homogeneous";25;5;5;25;77;0,727118035565809
"734";112;4;1005;2;"homogeneous";25;5;5;25;77;0,434295568353165
"735";112;5;1005;2;"homogeneous";25;5;5;25;77;0,554681840218779
"736";112;6;1005;2;"homogeneous";25;5;5;25;77;0,757813455829306
"737";112;7;1005;2;"homogeneous";25;5;5;25;77;0,639979578876818
"738";112;8;1005;2;"homogeneous";25;5;5;25;77;0,650937745953977
"739";112;9;1005;2;"homogeneous";25;5;5;25;77;0,507140181772946
"740";112;10;1005;2;"homogeneous";25;5;5;25;77;0,629928124503667
"741";113;1;735;2;"heterogeneous";28;1;1;28;75;0,799808239946724
"742";113;2;735;2;"heterogeneous";28;1;1;28;75;0,583159197201182
"743";113;3;735;2;"heterogeneous";28;1;1;28;75;0,447264409144667
"744";113;4;735;2;"heterogeneous";28;1;1;28;75;0,260040142145999
"745";113;5;735;2;"heterogeneous";28;1;1;28;75;0,512160797424987
"746";113;6;735;2;"heterogeneous";28;1;1;28;75;0,295346721019196
"747";113;7;735;2;"heterogeneous";28;1;1;28;75;0,368105315209561
"748";113;8;735;2;"heterogeneous";28;1;1;28;75;0,716127375389041
"749";113;9;735;2;"heterogeneous";28;1;1;28;75;0,763468119175127
"750";113;10;735;2;"heterogeneous";28;1;1;28;75;0,53910171716408
"751";116;1;1064;1;"homogeneous";44;5;6;44;94;0,710153636926368
"752";116;2;1064;1;"homogeneous";44;5;6;44;94;0,704899089664116
"753";116;3;1064;1;"homogeneous";44;5;6;44;94;0,769398726660962
"754";116;4;1064;1;"homogeneous";44;5;6;44;94;0,59938001598562
"755";116;5;1064;1;"homogeneous";44;5;6;44;94;0,704899089664116
"756";116;6;1064;1;"homogeneous";44;5;6;44;94;0,6643437339678
"757";116;7;1064;1;"homogeneous";44;5;6;44;94;0,463855432879192
"758";116;8;1064;1;"homogeneous";44;5;6;44;94;0,672823836064712
"759";116;9;1064;1;"homogeneous";44;5;6;44;94;0,73169402077427
"760";116;10;1064;1;"homogeneous";44;5;6;44;94;0,620644733734117
"761";119;1;791;1;"heterogeneous";63;4;6;63;98;0,643656637972482
"762";119;2;791;1;"heterogeneous";63;4;6;63;98;0,746691594518061
"763";119;3;791;1;"heterogeneous";63;4;6;63;98;0,737507473631701
"764";119;4;791;1;"heterogeneous";63;4;6;63;98;0,704899089664116
"765";119;5;791;1;"heterogeneous";63;4;6;63;98;0,875318378070242
"766";119;6;791;1;"heterogeneous";63;4;6;63;98;0,782205649398542
"767";119;7;791;1;"heterogeneous";63;4;6;63;98;0,688221834890239
"768";119;8;791;1;"heterogeneous";63;4;6;63;98;0,688221834890239
